node;pid;tid;core_id;sample_count;
fedora;19146;19146;4;1;
fedora;19146;19146;7;151;
fedora;19146;19146;8;42;
fedora;19146;19179;7;714;
fedora;19146;19179;8;1187;
fedora;19146;19180;1;1;
fedora;19146;19180;9;401;
fedora;19146;19180;10;1497;
fedora;19146;19183;15;561;
fedora;19146;19183;16;1338;
fedora;19146;19178;5;515;
fedora;19146;19178;6;1385;
fedora;19146;19181;11;1892;
fedora;19146;19181;12;7;
fedora;19146;19176;1;1896;
fedora;19146;19176;2;6;
fedora;19146;19177;3;1768;
fedora;19146;19177;4;133;
fedora;19146;19182;13;1812;
fedora;19146;19182;14;88;
